name,build_time
t3_c1_6r7s3o,2.088904
t3_c1_6r8s2o,4.256545
t3_c1_6r8s3o,2.616841
t3_c1_6r8s5o,2.940331
t3_c1_7r4s6o,1.398149
t3_c1_8r2s7o,1.353957
t3_c1_8r4s7o,1.462309
t3_c1_8r8s7o,2.159030
t3_c1_rect0,2.901615
t3_c1_rect1,3.225143
t3_c2_13r3s12o,2.965446
t3_c2_2r128s1o,1.250185
t3_c2_2r16s1o,1.227347
t3_c2_2r256s1o,1.653693
t3_c2_2r2s1o,1.242343
t3_c2_2r32s1o,1.232452
t3_c2_2r4s1o,1.240326
t3_c2_2r64s1o,1.222834
t3_c2_2r8s1o,1.232365
t3_c2_3r127s1o,4.449375
t3_c2_3r16s1o,1.649351
t3_c2_3r16s2o,1.120781
t3_c2_3r2s1o,1.138308
t3_c2_3r2s1orect,1.144235
t3_c2_3r2s2o,1.131142
t3_c2_3r32s1o,3.068547
t3_c2_3r32s2o,1.363150
t3_c2_3r4s1o,1.275299
t3_c2_3r4s2o,1.118679
t3_c2_3r64s1o,4.492012
t3_c2_3r7s1o,1.284452
t3_c2_3r8s1o,1.041014
t3_c2_3r8s2o,0.772899
t3_c2_4r16s1o,2.291389
t3_c2_4r16s2o,1.345120
t3_c2_4r16s3o,1.541719
t3_c2_4r2s1o,1.140654
t3_c2_4r2s2o,1.306202
t3_c2_4r2s2omixed,1.150729
t3_c2_4r2s3o,1.157966
t3_c2_4r31s2o,2.833672
t3_c2_4r3s1o,1.282194
t3_c2_4r3s2o,1.333481
t3_c2_4r4s1o,1.135489
t3_c2_4r4s2o,1.282376
t3_c2_4r4s3o,1.139455
t3_c2_4r7s1o,1.487888
t3_c2_4r7s2o,0.885114
t3_c2_4r8s1o,2.259379
t3_c2_4r8s1operm,2.711481
t3_c2_4r8s1operm2,2.278991
t3_c2_4r8s2o,0.874704
t3_c2_4r8s3o,0.779593
t3_c2_5r15s2o,4.093878
t3_c2_5r16s1o,3.617129
t3_c2_5r16s2o,3.713676
t3_c2_5r2s1o,1.131355
t3_c2_5r2s2o,1.318780
t3_c2_5r2s3o,1.132063
t3_c2_5r2s4o,1.158936
t3_c2_5r3s1o,1.135682
t3_c2_5r3s2o,1.156605
t3_c2_5r3s3o,1.142427
t3_c2_5r3s4o,1.131274
t3_c2_5r4s1o,1.514793
t3_c2_5r4s1ostride,1.144734
t3_c2_5r4s2o,1.343463
t3_c2_5r4s2operm,1.132642
t3_c2_5r4s3o,1.160143
t3_c2_5r4s4o,1.157962
t3_c2_5r7s2o,2.031069
t3_c2_5r8s1o,2.892000
t3_c2_5r8s2o,3.082038
t3_c2_5r8s3o,1.359959
t3_c2_5r8s4o,1.376659
t3_c2_6r15s3o,2.967497
t3_c2_6r16s5o,3.166376
t3_c2_6r2s1o,1.178090
t3_c2_6r2s2o,1.169192
t3_c2_6r2s3o,1.130544
t3_c2_6r2s5o,1.346231
t3_c2_6r3s1o,1.484439
t3_c2_6r3s2o,1.146503
t3_c2_6r3s3o,1.128990
t3_c2_6r4s1o,2.715981
t3_c2_6r4s2o,1.525806
t3_c2_6r4s2ostride,2.696549
t3_c2_6r4s3o,1.129391
t3_c2_6r4s5o,1.346538
t3_c2_6r5s1o,2.418347
t3_c2_6r5s2o,2.472964
t3_c2_6r5s3o,1.091148
t3_c2_6r7s3o,2.026984
t3_c2_6r8s2o,4.371795
t3_c2_6r8s3o,2.747819
t3_c2_6r8s5o,2.916666
t3_c2_7r4s6o,1.380193
t3_c2_8r2s7o,1.396520
t3_c2_8r4s7o,1.814083
t3_c2_8r8s7o,2.947620
t3_c2_rect0,2.451201
t3_c2_rect1,2.369905
t3_c3_13r3s12o,2.945324
t3_c3_2r128s1o,1.098570
t3_c3_2r16s1o,0.879542
t3_c3_2r256s1o,1.377765
t3_c3_2r2s1o,0.752824
t3_c3_2r32s1o,0.805291
