name,build_time
t3_c3_4r8s2o,1.221108
t3_c3_4r8s3o,1.282431
t3_c3_5r15s2o,1.941418
t3_c3_5r16s1o,1.845308
t3_c3_5r16s2o,1.278450
t3_c3_5r2s1o,1.137007
t3_c3_5r2s2o,1.226188
t3_c3_5r2s3o,1.462383
t3_c3_5r2s4o,1.827635
t3_c3_5r3s1o,1.693333
t3_c3_5r3s2o,1.183543
t3_c3_5r3s3o,1.191640
t3_c3_5r3s4o,1.195888
t3_c3_5r4s1o,1.640727
t3_c3_5r4s1ostride,1.814053
t3_c3_5r4s2o,1.602959
t3_c3_5r4s2operm,1.192075
t3_c3_5r4s3o,1.193078
t3_c3_5r4s4o,1.153735
t3_c3_5r7s2o,1.901236
t3_c3_5r8s1o,1.829029
t3_c3_5r8s2o,1.413131
t3_c3_5r8s3o,1.204480
t3_c3_5r8s4o,1.219599
t3_c3_6r15s3o,1.433071
t3_c3_6r16s5o,1.927747
t3_c3_6r2s1o,1.728181
t3_c3_6r2s2o,1.148185
t3_c3_6r2s3o,1.128162
t3_c3_6r2s5o,1.247287
t3_c3_6r3s1o,1.588595
t3_c3_6r3s2o,1.811812
t3_c3_6r3s3o,1.570943
t3_c3_6r4s1o,1.198265
t3_c3_6r4s2o,1.221518
t3_c3_6r4s2ostride,1.227060
t3_c3_6r4s3o,1.713122
t3_c3_6r4s5o,1.908245
t3_c3_6r5s1o,1.424561
t3_c3_6r5s2o,1.208486
t3_c3_6r5s3o,1.141609
t3_c3_6r7s3o,1.339851
t3_c3_6r8s2o,1.863311
t3_c3_6r8s3o,1.808668
t3_c3_6r8s5o,1.291033
t3_c3_7r4s6o,1.225398
t3_c3_8r2s7o,1.269109
t3_c3_8r4s7o,1.672694
t3_c3_8r8s7o,1.991300
t3_c3_rect0,1.637683
t3_c3_rect1,1.247538
